"Location","Symbol","Year","Parameter","Month","Value"
"Hazaribag","L2",2013,"Trurbidity","November",30
"Hazaribag","L2",2013,"Trurbidity","December",25
"Hazaribag","L2",2014,"Trurbidity","January",4
"Hazaribag","L2",2014,"Trurbidity","February",5
"Hazaribag","L2",2014,"Trurbidity","March",9
"Hazaribag","L2",2014,"Trurbidity","April",21
"Hazaribag","L2",2014,"Trurbidity","May",45
"Hazaribag","L2",2014,"Trurbidity","June",45
"Hazaribag","L2",2014,"Trurbidity","July",42
"Hazaribag","L2",2014,"Trurbidity","August",35
"Hazaribag","L2",2014,"Trurbidity","September",6
"Hazaribag","L2",2014,"Trurbidity","October",21
"Hazaribag","L2",2014,"Trurbidity","November",25
"Hazaribag","L2",2014,"Trurbidity","December",19.7
"Hazaribag","L2",2015,"Trurbidity","January",14
"Hazaribag","L2",2015,"Trurbidity","February",25
"Hazaribag","L2",2015,"Trurbidity","March",120
"Hazaribag","L2",2015,"Trurbidity","April",50
"Hazaribag","L2",2015,"Trurbidity","May",14
"Hazaribag","L2",2015,"Trurbidity","June",50
"Hazaribag","L2",2015,"Trurbidity","July",43
"Hazaribag","L2",2015,"Trurbidity","August",50
"Hazaribag","L2",2015,"Trurbidity","September",9
"Hazaribag","L2",2015,"Trurbidity","October",6.48
"Hazaribag","L2",2015,"Trurbidity","November",6.4
"Hazaribag","L2",2015,"Trurbidity","December",6.4
"Hazaribag","L2",2016,"Trurbidity","January",65.7
"Hazaribag","L2",2016,"Trurbidity","February",56
"Hazaribag","L2",2016,"Trurbidity","March",47.8
"Hazaribag","L2",2016,"Trurbidity","April",48
"Hazaribag","L2",2016,"Trurbidity","May",18
"Hazaribag","L2",2016,"Trurbidity","June",72.5
"Hazaribag","L2",2016,"Trurbidity","July",41.6
"Hazaribag","L2",2016,"Trurbidity","August",38.3
"Hazaribag","L2",2016,"Trurbidity","September",51.4
"Hazaribag","L2",2016,"Trurbidity","October",34.2
"Hazaribag","L2",2016,"Trurbidity","November",29.7
"Hazaribag","L2",2016,"Trurbidity","December",48
"Hazaribag","L2",2017,"Trurbidity","January",42
"Hazaribag","L2",2017,"Trurbidity","February",55
"Hazaribag","L2",2017,"Trurbidity","March",55
"Hazaribag","L2",2017,"Trurbidity","April",25.2
"Hazaribag","L2",2017,"Trurbidity","May",10.5
"Hazaribag","L2",2017,"Trurbidity","June",10.5
"Hazaribag","L2",2017,"Trurbidity","July",30.2
"Hazaribag","L2",2017,"Trurbidity","August",30.2
"Hazaribag","L2",2017,"Trurbidity","September",16
"Hazaribag","L2",2017,"Trurbidity","October",24.6
"Hazaribag","L2",2017,"Trurbidity","November",23.7
"Hazaribag","L2",2017,"Trurbidity","December",17.5
"Hazaribag","L2",2018,"Trurbidity","January",20
"Hazaribag","L2",2018,"Trurbidity","February",70
"Hazaribag","L2",2018,"Trurbidity","March",72
"Hazaribag","L2",2018,"Trurbidity","April",30
"Hazaribag","L2",2018,"Trurbidity","May",20
"Hazaribag","L2",2018,"Trurbidity","June",25
"Hazaribag","L2",2018,"Trurbidity","July",23
"Hazaribag","L2",2018,"Trurbidity","August",25
"Hazaribag","L2",2018,"Trurbidity","September",29
"Hazaribag","L2",2018,"Trurbidity","October",26
"Hazaribag","L2",2018,"Trurbidity","November",30
"Hazaribag","L2",2018,"Trurbidity","December",21
"Hazaribag","L2",2019,"Trurbidity","January",11
"Hazaribag","L2",2019,"Trurbidity","February",25.8
"Hazaribag","L2",2019,"Trurbidity","March",21
"Hazaribag","L2",2019,"Trurbidity","April",19.2
"Hazaribag","L2",2019,"Trurbidity","May",39.8
"Hazaribag","L2",2019,"Trurbidity","June",14
"Hazaribag","L2",2019,"Trurbidity","July",7.21
"Hazaribag","L2",2019,"Trurbidity","August",14.8
"Hazaribag","L2",2019,"Trurbidity","September",16.7
"Hazaribag","L2",2019,"Trurbidity","October",11.5
"Hazaribag","L2",2019,"Trurbidity","November",8
"Hazaribag","L2",2019,"Trurbidity","December",17.6
"Hazaribag","L2",2020,"Trurbidity","January",13
"Hazaribag","L2",2020,"Trurbidity","February",44
"Hazaribag","L2",2020,"Trurbidity","March",35.4
"Hazaribag","L2",2020,"Trurbidity","April",35.1
"Hazaribag","L2",2020,"Trurbidity","May",19.2
"Hazaribag","L2",2020,"Trurbidity","June",24.5
"Hazaribag","L2",2020,"Trurbidity","July",23.4
"Hazaribag","L2",2020,"Trurbidity","August",14.7
"Hazaribag","L2",2020,"Trurbidity","September",34.9
"Hazaribag","L2",2020,"Trurbidity","October",11.5
"Hazaribag","L2",2020,"Trurbidity","November",97.1
"Hazaribag","L2",2020,"Trurbidity","December",52.4
"Hazaribag","L2",2021,"Trurbidity","January",181
"Hazaribag","L2",2021,"Trurbidity","February",186
"Hazaribag","L2",2021,"Trurbidity","March",232
"Hazaribag","L2",2021,"Trurbidity","April",94
"Hazaribag","L2",2021,"Trurbidity","May",50
"Hazaribag","L2",2021,"Trurbidity","June",45
"Hazaribag","L2",2021,"Trurbidity","July",42
"Hazaribag","L2",2021,"Trurbidity","August",35
"Hazaribag","L2",2021,"Trurbidity","September",6
"Hazaribag","L2",2021,"Trurbidity","October",21
"Hazaribag","L2",2021,"Trurbidity","November",25
"Hazaribag","L2",2021,"Trurbidity","December",19.7
"Hazaribag","L2",2022,"Trurbidity","January",24.1
"Hazaribag","L2",2022,"Trurbidity","February",54
"Hazaribag","L2",2022,"Trurbidity","March",82
"Hazaribag","L2",2022,"Trurbidity","April",124
"Hazaribag","L2",2022,"Trurbidity","May",22.2
"Hazaribag","L2",2022,"Trurbidity","June",41.2
"Hazaribag","L2",2022,"Trurbidity","July",26.5
"Hazaribag","L2",2022,"Trurbidity","August",100.2
"Hazaribag","L2",2022,"Trurbidity","September",53.1
"Hazaribag","L2",2022,"Trurbidity","October",35
"Hazaribag","L2",2022,"Trurbidity","November",21.9
"Hazaribag","L2",2022,"Trurbidity","December",145
"Hazaribag","L2",2023,"Trurbidity","January",36
"Hazaribag","L2",2023,"Trurbidity","February",41.4
"Hazaribag","L2",2023,"Trurbidity","March",8.15
"Hazaribag","L2",2023,"Trurbidity","April",130
"Hazaribag","L2",2023,"Trurbidity","May",25
"Hazaribag","L2",2023,"Trurbidity","June",40
"Hazaribag","L2",2023,"Trurbidity","July",47.7
"Hazaribag","L2",2023,"Trurbidity","August",53.2
"Hazaribag","L2",2023,"Trurbidity","September",25.5
"Hazaribag","L2",2023,"Trurbidity","October",19.4
"Hazaribag","L2",2023,"Trurbidity","November",10.6
"Hazaribag","L2",2023,"Trurbidity","December",25.1
"Hazaribag","L2",2010,"Cloride","January",42
"Hazaribag","L2",2010,"Cloride","February",25
"Hazaribag","L2",2010,"Cloride","March",20
"Hazaribag","L2",2010,"Cloride","April",21
"Hazaribag","L2",2010,"Cloride","May",25
"Hazaribag","L2",2010,"Cloride","June",22
"Hazaribag","L2",2010,"Cloride","July",15
"Hazaribag","L2",2010,"Cloride","August",13
"Hazaribag","L2",2010,"Cloride","September",9
"Hazaribag","L2",2010,"Cloride","October",10
"Hazaribag","L2",2010,"Cloride","November",18
"Hazaribag","L2",2010,"Cloride","December",20
"Hazaribag","L2",2011,"Cloride","January",48
"Hazaribag","L2",2011,"Cloride","February",28
"Hazaribag","L2",2011,"Cloride","March",24
"Hazaribag","L2",2011,"Cloride","April",26
"Hazaribag","L2",2011,"Cloride","May",28
"Hazaribag","L2",2011,"Cloride","June",14
"Hazaribag","L2",2011,"Cloride","July",14.5
"Hazaribag","L2",2011,"Cloride","August",12
"Hazaribag","L2",2011,"Cloride","September",10
"Hazaribag","L2",2011,"Cloride","October",12
"Hazaribag","L2",2011,"Cloride","November",20.5
"Hazaribag","L2",2011,"Cloride","December",21
"Hazaribag","L2",2012,"Cloride","January",60
"Hazaribag","L2",2012,"Cloride","February",18.5
"Hazaribag","L2",2012,"Cloride","March",125.96
"Hazaribag","L2",2012,"Cloride","April",102
"Hazaribag","L2",2012,"Cloride","May",98
"Hazaribag","L2",2012,"Cloride","June",104
"Hazaribag","L2",2012,"Cloride","July",14
"Hazaribag","L2",2012,"Cloride","August",3.5
"Hazaribag","L2",2012,"Cloride","September",5
"Hazaribag","L2",2012,"Cloride","October",4
"Hazaribag","L2",2012,"Cloride","November",14
"Hazaribag","L2",2012,"Cloride","December",4
"Hazaribag","L2",2013,"Cloride","January",8
"Hazaribag","L2",2013,"Cloride","February",5.25
"Hazaribag","L2",2013,"Cloride","March",16.5
"Hazaribag","L2",2013,"Cloride","April",16.5
"Hazaribag","L2",2013,"Cloride","May",144.5
"Hazaribag","L2",2013,"Cloride","June",35.5
"Hazaribag","L2",2013,"Cloride","July",19
"Hazaribag","L2",2013,"Cloride","August",5.6
"Hazaribag","L2",2013,"Cloride","September",8
"Hazaribag","L2",2013,"Cloride","October",17
"Hazaribag","L2",2013,"Cloride","November",52
"Hazaribag","L2",2013,"Cloride","December",30.36
"Hazaribag","L2",2014,"Cloride","January",45
"Hazaribag","L2",2014,"Cloride","February",22
"Hazaribag","L2",2014,"Cloride","March",35.5
"Hazaribag","L2",2014,"Cloride","April",40
"Hazaribag","L2",2014,"Cloride","May",15
"Hazaribag","L2",2014,"Cloride","June",37
"Hazaribag","L2",2014,"Cloride","July",32
"Hazaribag","L2",2014,"Cloride","August",2.6
"Hazaribag","L2",2014,"Cloride","September",2.51
"Hazaribag","L2",2014,"Cloride","October",2.3
"Hazaribag","L2",2014,"Cloride","November",5.4
"Hazaribag","L2",2014,"Cloride","December",43
"Hazaribag","L2",2015,"Cloride","January",84.5
"Hazaribag","L2",2015,"Cloride","February",23
"Hazaribag","L2",2015,"Cloride","March",131.68
"Hazaribag","L2",2015,"Cloride","April",31.22
"Hazaribag","L2",2015,"Cloride","May",45.29
"Hazaribag","L2",2015,"Cloride","June",9.83
"Hazaribag","L2",2015,"Cloride","July",6.88
"Hazaribag","L2",2015,"Cloride","August",6.88
"Hazaribag","L2",2015,"Cloride","September",6.23
"Hazaribag","L2",2015,"Cloride","October",19
"Hazaribag","L2",2015,"Cloride","November",28.99
"Hazaribag","L2",2015,"Cloride","December",64.97
"Hazaribag","L2",2016,"Cloride","January",50
"Hazaribag","L2",2016,"Cloride","February",24
"Hazaribag","L2",2016,"Cloride","March",60
"Hazaribag","L2",2016,"Cloride","April",30
"Hazaribag","L2",2016,"Cloride","May",50
"Hazaribag","L2",2016,"Cloride","June",10
"Hazaribag","L2",2016,"Cloride","July",7
"Hazaribag","L2",2016,"Cloride","August",8
"Hazaribag","L2",2016,"Cloride","September",8
"Hazaribag","L2",2016,"Cloride","October",20
"Hazaribag","L2",2016,"Cloride","November",30
"Hazaribag","L2",2016,"Cloride","December",70
"Hazaribag","L2",2017,"Cloride","January",47
"Hazaribag","L2",2017,"Cloride","February",67
"Hazaribag","L2",2017,"Cloride","March",70
"Hazaribag","L2",2017,"Cloride","April",34
"Hazaribag","L2",2017,"Cloride","May",17
"Hazaribag","L2",2017,"Cloride","June",17
"Hazaribag","L2",2017,"Cloride","July",7
"Hazaribag","L2",2017,"Cloride","August",7
"Hazaribag","L2",2017,"Cloride","September",8
"Hazaribag","L2",2017,"Cloride","October",9
"Hazaribag","L2",2017,"Cloride","November",10
"Hazaribag","L2",2017,"Cloride","December",34
"Hazaribag","L2",2018,"Cloride","January",30
"Hazaribag","L2",2018,"Cloride","February",70
"Hazaribag","L2",2018,"Cloride","March",50
"Hazaribag","L2",2018,"Cloride","April",65
"Hazaribag","L2",2018,"Cloride","May",20
"Hazaribag","L2",2018,"Cloride","June",23
"Hazaribag","L2",2018,"Cloride","July",8
"Hazaribag","L2",2018,"Cloride","August",10
"Hazaribag","L2",2018,"Cloride","September",15
"Hazaribag","L2",2018,"Cloride","October",20
"Hazaribag","L2",2018,"Cloride","November",15
"Hazaribag","L2",2018,"Cloride","December",30
"Hazaribag","L2",2019,"Cloride","January",24
"Hazaribag","L2",2019,"Cloride","February",21
"Hazaribag","L2",2019,"Cloride","March",92
"Hazaribag","L2",2019,"Cloride","April",42
"Hazaribag","L2",2019,"Cloride","May",67
"Hazaribag","L2",2019,"Cloride","June",17
"Hazaribag","L2",2019,"Cloride","July",12
"Hazaribag","L2",2019,"Cloride","August",24
"Hazaribag","L2",2019,"Cloride","September",12
"Hazaribag","L2",2019,"Cloride","October",12
"Hazaribag","L2",2019,"Cloride","November",21
"Hazaribag","L2",2019,"Cloride","December",31.5
"Hazaribag","L2",2020,"Cloride","January",22
"Hazaribag","L2",2020,"Cloride","February",34
"Hazaribag","L2",2020,"Cloride","March",27
"Hazaribag","L2",2020,"Cloride","April",23
"Hazaribag","L2",2020,"Cloride","May",25
"Hazaribag","L2",2020,"Cloride","June",9
"Hazaribag","L2",2020,"Cloride","July",9
"Hazaribag","L2",2020,"Cloride","August",6.5
"Hazaribag","L2",2020,"Cloride","September",7.5
"Hazaribag","L2",2020,"Cloride","October",9
"Hazaribag","L2",2020,"Cloride","November",11.5
"Hazaribag","L2",2020,"Cloride","December",40
"Hazaribag","L2",2021,"Cloride","January",47
"Hazaribag","L2",2021,"Cloride","February",63.5
"Hazaribag","L2",2021,"Cloride","March",67
"Hazaribag","L2",2021,"Cloride","April",76
"Hazaribag","L2",2021,"Cloride","May",48
"Hazaribag","L2",2021,"Cloride","June",10
"Hazaribag","L2",2021,"Cloride","July",21
"Hazaribag","L2",2021,"Cloride","August",7
"Hazaribag","L2",2021,"Cloride","September",8
"Hazaribag","L2",2021,"Cloride","October",10
"Hazaribag","L2",2021,"Cloride","November",12
"Hazaribag","L2",2021,"Cloride","December",45
"Hazaribag","L2",2022,"Cloride","January",52
"Hazaribag","L2",2022,"Cloride","February",71
"Hazaribag","L2",2022,"Cloride","March",79
"Hazaribag","L2",2022,"Cloride","April",78
"Hazaribag","L2",2022,"Cloride","May",62
"Hazaribag","L2",2022,"Cloride","June",9
"Hazaribag","L2",2022,"Cloride","July",17.5
"Hazaribag","L2",2022,"Cloride","August",6
"Hazaribag","L2",2022,"Cloride","September",8
"Hazaribag","L2",2022,"Cloride","October",4.5
"Hazaribag","L2",2022,"Cloride","November",7
"Hazaribag","L2",2022,"Cloride","December",55
"Hazaribag","L2",2023,"Cloride","January",22
"Hazaribag","L2",2023,"Cloride","February",33
"Hazaribag","L2",2023,"Cloride","March",76
"Hazaribag","L2",2023,"Cloride","April",80
"Hazaribag","L2",2023,"Cloride","May",65
"Hazaribag","L2",2023,"Cloride","June",10
"Hazaribag","L2",2023,"Cloride","July",15
"Hazaribag","L2",2023,"Cloride","August",14
"Hazaribag","L2",2023,"Cloride","September",15
"Hazaribag","L2",2023,"Cloride","October",9
"Hazaribag","L2",2023,"Cloride","November",25
"Hazaribag","L2",2023,"Cloride","December",34
"Hazaribag","L2",2010,"SS","January",34
"Hazaribag","L2",2010,"SS","February",26
"Hazaribag","L2",2010,"SS","March",70
"Hazaribag","L2",2010,"SS","April",45
"Hazaribag","L2",2010,"SS","May",25
"Hazaribag","L2",2010,"SS","June",34
"Hazaribag","L2",2010,"SS","July",61
"Hazaribag","L2",2010,"SS","August",45
"Hazaribag","L2",2010,"SS","September",46
"Hazaribag","L2",2010,"SS","October",22
"Hazaribag","L2",2010,"SS","November",25
"Hazaribag","L2",2010,"SS","December",13
"Hazaribag","L2",2011,"SS","January",38
"Hazaribag","L2",2011,"SS","February",118
"Hazaribag","L2",2011,"SS","March",118
"Hazaribag","L2",2011,"SS","April",49
"Hazaribag","L2",2011,"SS","May",31
"Hazaribag","L2",2011,"SS","June",31
"Hazaribag","L2",2011,"SS","July",38
"Hazaribag","L2",2011,"SS","August",38
"Hazaribag","L2",2011,"SS","September",28
"Hazaribag","L2",2011,"SS","October",57
"Hazaribag","L2",2011,"SS","November",42
"Hazaribag","L2",2011,"SS","December",25
"Hazaribag","L2",2012,"SS","January",60
"Hazaribag","L2",2012,"SS","February",68
"Hazaribag","L2",2012,"SS","March",80
"Hazaribag","L2",2012,"SS","April",80
"Hazaribag","L2",2012,"SS","May",75
"Hazaribag","L2",2012,"SS","June",7.5
"Hazaribag","L2",2012,"SS","July",6.5
"Hazaribag","L2",2012,"SS","August",5.6
"Hazaribag","L2",2012,"SS","September",7.6
"Hazaribag","L2",2012,"SS","October",5.5
"Hazaribag","L2",2012,"SS","November",6
"Hazaribag","L2",2012,"SS","December",28
"Hazaribag","L2",2013,"SS","January",36
"Hazaribag","L2",2013,"SS","February",150
"Hazaribag","L2",2013,"SS","March",143
"Hazaribag","L2",2013,"SS","April",47
"Hazaribag","L2",2013,"SS","May",23
"Hazaribag","L2",2013,"SS","June",5
"Hazaribag","L2",2013,"SS","July",13
"Hazaribag","L2",2013,"SS","August",6
"Hazaribag","L2",2013,"SS","September",7
"Hazaribag","L2",2013,"SS","October",14
"Hazaribag","L2",2013,"SS","November",20
"Hazaribag","L2",2013,"SS","December",26
"Hazaribag","L2",2014,"SS","January",15
"Hazaribag","L2",2014,"SS","February",67
"Hazaribag","L2",2014,"SS","March",73
"Hazaribag","L2",2014,"SS","April",34
"Hazaribag","L2",2014,"SS","May",20
"Hazaribag","L2",2014,"SS","June",10
"Hazaribag","L2",2014,"SS","July",10
"Hazaribag","L2",2014,"SS","August",24
"Hazaribag","L2",2014,"SS","September",30
"Hazaribag","L2",2014,"SS","October",28
"Hazaribag","L2",2014,"SS","November",36
"Hazaribag","L2",2014,"SS","December",22
"Hazaribag","L2",2015,"SS","January",28
"Hazaribag","L2",2015,"SS","February",50
"Hazaribag","L2",2015,"SS","March",60
"Hazaribag","L2",2015,"SS","April",55
"Hazaribag","L2",2015,"SS","May",51
"Hazaribag","L2",2015,"SS","June",38
"Hazaribag","L2",2015,"SS","July",35
"Hazaribag","L2",2015,"SS","August",28
"Hazaribag","L2",2015,"SS","September",18
"Hazaribag","L2",2015,"SS","October",48
"Hazaribag","L2",2015,"SS","November",22
"Hazaribag","L2",2015,"SS","December",36
"Hazaribag","L2",2016,"SS","January",32
"Hazaribag","L2",2016,"SS","February",25
"Hazaribag","L2",2016,"SS","March",65
"Hazaribag","L2",2016,"SS","April",55
"Hazaribag","L2",2016,"SS","May",27
"Hazaribag","L2",2016,"SS","June",20
"Hazaribag","L2",2016,"SS","July",40
"Hazaribag","L2",2016,"SS","August",60
"Hazaribag","L2",2016,"SS","September",52
"Hazaribag","L2",2016,"SS","October",25
"Hazaribag","L2",2016,"SS","November",18
"Hazaribag","L2",2016,"SS","December",38
"Hazaribag","L2",2017,"SS","January",40
"Hazaribag","L2",2017,"SS","February",95
"Hazaribag","L2",2017,"SS","March",95
"Hazaribag","L2",2017,"SS","April",61
"Hazaribag","L2",2017,"SS","May",23
"Hazaribag","L2",2017,"SS","June",23
"Hazaribag","L2",2017,"SS","July",36
"Hazaribag","L2",2017,"SS","August",36
"Hazaribag","L2",2017,"SS","September",19
"Hazaribag","L2",2017,"SS","October",56
"Hazaribag","L2",2017,"SS","November",30
"Hazaribag","L2",2017,"SS","December",32
"Hazaribag","L2",2018,"SS","January",45
"Hazaribag","L2",2018,"SS","February",49
"Hazaribag","L2",2018,"SS","March",65
"Hazaribag","L2",2018,"SS","April",30
"Hazaribag","L2",2018,"SS","May",23
"Hazaribag","L2",2018,"SS","June",23
"Hazaribag","L2",2018,"SS","July",6.6
"Hazaribag","L2",2018,"SS","August",10
"Hazaribag","L2",2018,"SS","September",8
"Hazaribag","L2",2018,"SS","October",8
"Hazaribag","L2",2018,"SS","November",17
"Hazaribag","L2",2018,"SS","December",34
"Hazaribag","L2",2019,"SS","January",22
"Hazaribag","L2",2019,"SS","February",77
"Hazaribag","L2",2019,"SS","March",84
"Hazaribag","L2",2019,"SS","April",37
"Hazaribag","L2",2019,"SS","May",49
"Hazaribag","L2",2019,"SS","June",14
"Hazaribag","L2",2019,"SS","July",9
"Hazaribag","L2",2019,"SS","August",15
"Hazaribag","L2",2019,"SS","September",9
"Hazaribag","L2",2019,"SS","October",16
"Hazaribag","L2",2019,"SS","November",12
"Hazaribag","L2",2019,"SS","December",38
"Hazaribag","L2",2020,"SS","January",20
"Hazaribag","L2",2020,"SS","February",64
"Hazaribag","L2",2020,"SS","March",76
"Hazaribag","L2",2020,"SS","April",38
"Hazaribag","L2",2020,"SS","May",26
"Hazaribag","L2",2020,"SS","June",32
"Hazaribag","L2",2020,"SS","July",56
"Hazaribag","L2",2020,"SS","August",12
"Hazaribag","L2",2020,"SS","September",55
"Hazaribag","L2",2020,"SS","October",21
"Hazaribag","L2",2020,"SS","November",16
"Hazaribag","L2",2020,"SS","December",7
"Hazaribag","L2",2021,"SS","January",45
"Hazaribag","L2",2021,"SS","February",54
"Hazaribag","L2",2021,"SS","March",69
"Hazaribag","L2",2021,"SS","April",7
"Hazaribag","L2",2021,"SS","May",22
"Hazaribag","L2",2021,"SS","June",35
"Hazaribag","L2",2021,"SS","July",60
"Hazaribag","L2",2021,"SS","August",15
"Hazaribag","L2",2021,"SS","September",50
"Hazaribag","L2",2021,"SS","October",20
"Hazaribag","L2",2021,"SS","November",22
"Hazaribag","L2",2021,"SS","December",8
"Hazaribag","L2",2022,"SS","January",50
"Hazaribag","L2",2022,"SS","February",89
"Hazaribag","L2",2022,"SS","March",168
"Hazaribag","L2",2022,"SS","April",164
"Hazaribag","L2",2022,"SS","May",54
"Hazaribag","L2",2022,"SS","June",60
"Hazaribag","L2",2022,"SS","July",65
"Hazaribag","L2",2022,"SS","August",141
"Hazaribag","L2",2022,"SS","September",67
"Hazaribag","L2",2022,"SS","October",42
"Hazaribag","L2",2022,"SS","November",24
"Hazaribag","L2",2022,"SS","December",136
"Hazaribag","L2",2023,"SS","January",55
"Hazaribag","L2",2023,"SS","February",65
"Hazaribag","L2",2023,"SS","March",16
"Hazaribag","L2",2023,"SS","April",150
"Hazaribag","L2",2023,"SS","May",60
"Hazaribag","L2",2023,"SS","June",65
"Hazaribag","L2",2023,"SS","July",70
"Hazaribag","L2",2023,"SS","August",140
"Hazaribag","L2",2023,"SS","September",70
"Hazaribag","L2",2023,"SS","October",45
"Hazaribag","L2",2023,"SS","November",25
"Hazaribag","L2",2023,"SS","December",135
"Hazaribag","L2",2010,"T-Alkainity","January",239
"Hazaribag","L2",2010,"T-Alkainity","February",280
"Hazaribag","L2",2010,"T-Alkainity","March",298
"Hazaribag","L2",2010,"T-Alkainity","April",310
"Hazaribag","L2",2010,"T-Alkainity","May",23
"Hazaribag","L2",2010,"T-Alkainity","June",5
"Hazaribag","L2",2010,"T-Alkainity","July",13
"Hazaribag","L2",2010,"T-Alkainity","August",6
"Hazaribag","L2",2010,"T-Alkainity","September",7
"Hazaribag","L2",2010,"T-Alkainity","October",14
"Hazaribag","L2",2010,"T-Alkainity","November",20
"Hazaribag","L2",2010,"T-Alkainity","December",26
"Hazaribag","L2",2011,"T-Alkainity","January",202
"Hazaribag","L2",2011,"T-Alkainity","February",300
"Hazaribag","L2",2011,"T-Alkainity","March",244
"Hazaribag","L2",2011,"T-Alkainity","April",110
"Hazaribag","L2",2011,"T-Alkainity","May",108
"Hazaribag","L2",2011,"T-Alkainity","June",52
"Hazaribag","L2",2011,"T-Alkainity","July",42
"Hazaribag","L2",2011,"T-Alkainity","August",47
"Hazaribag","L2",2011,"T-Alkainity","September",50
"Hazaribag","L2",2011,"T-Alkainity","October",48
"Hazaribag","L2",2011,"T-Alkainity","November",54
"Hazaribag","L2",2011,"T-Alkainity","December",140
"Hazaribag","L2",2012,"T-Alkainity","January",144
"Hazaribag","L2",2012,"T-Alkainity","February",148
"Hazaribag","L2",2012,"T-Alkainity","March",200
"Hazaribag","L2",2012,"T-Alkainity","April",108
"Hazaribag","L2",2012,"T-Alkainity","May",52
"Hazaribag","L2",2012,"T-Alkainity","June",40
"Hazaribag","L2",2012,"T-Alkainity","July",42
"Hazaribag","L2",2012,"T-Alkainity","August",44
"Hazaribag","L2",2012,"T-Alkainity","September",50
"Hazaribag","L2",2012,"T-Alkainity","October",70
"Hazaribag","L2",2012,"T-Alkainity","November",140
"Hazaribag","L2",2012,"T-Alkainity","December",104
"Hazaribag","L2",2013,"T-Alkainity","January",224
"Hazaribag","L2",2013,"T-Alkainity","February",280
"Hazaribag","L2",2013,"T-Alkainity","March",280
"Hazaribag","L2",2013,"T-Alkainity","April",180
"Hazaribag","L2",2013,"T-Alkainity","May",130
"Hazaribag","L2",2013,"T-Alkainity","June",130
"Hazaribag","L2",2013,"T-Alkainity","July",48
"Hazaribag","L2",2013,"T-Alkainity","August",56
"Hazaribag","L2",2013,"T-Alkainity","September",44
"Hazaribag","L2",2013,"T-Alkainity","October",40
"Hazaribag","L2",2013,"T-Alkainity","November",62
"Hazaribag","L2",2013,"T-Alkainity","December",190
"Hazaribag","L2",2014,"T-Alkainity","January",195
"Hazaribag","L2",2014,"T-Alkainity","February",265
"Hazaribag","L2",2014,"T-Alkainity","March",285
"Hazaribag","L2",2014,"T-Alkainity","April",320
"Hazaribag","L2",2014,"T-Alkainity","May",145
"Hazaribag","L2",2014,"T-Alkainity","June",29
"Hazaribag","L2",2014,"T-Alkainity","July",21
"Hazaribag","L2",2014,"T-Alkainity","August",24
"Hazaribag","L2",2014,"T-Alkainity","September",60
"Hazaribag","L2",2014,"T-Alkainity","October",28
"Hazaribag","L2",2014,"T-Alkainity","November",62
"Hazaribag","L2",2014,"T-Alkainity","December",210
"Hazaribag","L2",2015,"T-Alkainity","January",204
"Hazaribag","L2",2015,"T-Alkainity","February",150
"Hazaribag","L2",2015,"T-Alkainity","March",284
"Hazaribag","L2",2015,"T-Alkainity","April",120
"Hazaribag","L2",2015,"T-Alkainity","May",150
"Hazaribag","L2",2015,"T-Alkainity","June",48
"Hazaribag","L2",2015,"T-Alkainity","July",40
"Hazaribag","L2",2015,"T-Alkainity","August",48
"Hazaribag","L2",2015,"T-Alkainity","September",48
"Hazaribag","L2",2015,"T-Alkainity","October",54
"Hazaribag","L2",2015,"T-Alkainity","November",50
"Hazaribag","L2",2015,"T-Alkainity","December",154
"Hazaribag","L2",2016,"T-Alkainity","January",142
"Hazaribag","L2",2016,"T-Alkainity","February",146
"Hazaribag","L2",2016,"T-Alkainity","March",290
"Hazaribag","L2",2016,"T-Alkainity","April",114
"Hazaribag","L2",2016,"T-Alkainity","May",50
"Hazaribag","L2",2016,"T-Alkainity","June",48
"Hazaribag","L2",2016,"T-Alkainity","July",40
"Hazaribag","L2",2016,"T-Alkainity","August",46
"Hazaribag","L2",2016,"T-Alkainity","September",48
"Hazaribag","L2",2016,"T-Alkainity","October",72
"Hazaribag","L2",2016,"T-Alkainity","November",148
"Hazaribag","L2",2016,"T-Alkainity","December",158
"Hazaribag","L2",2017,"T-Alkainity","January",222
"Hazaribag","L2",2017,"T-Alkainity","February",274
"Hazaribag","L2",2017,"T-Alkainity","March",274
"Hazaribag","L2",2017,"T-Alkainity","April",210
"Hazaribag","L2",2017,"T-Alkainity","May",134
"Hazaribag","L2",2017,"T-Alkainity","June",134
"Hazaribag","L2",2017,"T-Alkainity","July",50
"Hazaribag","L2",2017,"T-Alkainity","August",54
"Hazaribag","L2",2017,"T-Alkainity","September",48
"Hazaribag","L2",2017,"T-Alkainity","October",42
"Hazaribag","L2",2017,"T-Alkainity","November",56
"Hazaribag","L2",2017,"T-Alkainity","December",200
"Hazaribag","L2",2018,"T-Alkainity","January",215
"Hazaribag","L2",2018,"T-Alkainity","February",178
"Hazaribag","L2",2018,"T-Alkainity","March",186
"Hazaribag","L2",2018,"T-Alkainity","April",170
"Hazaribag","L2",2018,"T-Alkainity","May",147
"Hazaribag","L2",2018,"T-Alkainity","June",31
"Hazaribag","L2",2018,"T-Alkainity","July",31
"Hazaribag","L2",2018,"T-Alkainity","August",38
"Hazaribag","L2",2018,"T-Alkainity","September",38
"Hazaribag","L2",2018,"T-Alkainity","October",28
